name,year_of_release,developer,worldwide_sales,critic_score,user_score,critic_count,user_count
Star Wars: Knights of the Old Republic,2003,BioWare,2.33,93.5,9.1,105.0,1814.0
Star Wars: Lethal Alliance,2006,Ubisoft Montreal,0.13,61.0,7.0,31.0,7.0
Star Wars: Obi-Wan,2001,LucasArts,0.7000000000000001,58.0,5.9,28.0,14.0
Star Wars: Republic Commando,2005,LucasArts,0.7200000000000001,78.0,8.8,88.0,368.0
Star Wars: Starfighter,2001,LucasArts,1.76,84.0,8.0,25.0,21.0
Star Wars: Super Bombad Racing,2001,Lucas Learning,0.16,71.0,4.9,21.0,8.0
Star Wars: The Force Unleashed,2008,Krome Studios,10.02,69.0,7.033333333333334,164.0,797.0
Star Wars: The Force Unleashed II,2010,LucasArts,3.94,59.4,6.0200000000000005,129.0,499.0
Star Wars: The Old Republic,2011,"LucasArts, BioWare",2.9699999999999998,85.0,5.9,73.0,2748.0
StarCraft,1998,Blizzard Entertainment,0.05,88.0,9.1,15.0,813.0
StarCraft II: Heart of the Swarm,2013,Blizzard Entertainment,1.67,86.0,7.9,68.0,1346.0
StarCraft II: Legacy of the Void,2015,Blizzard Entertainment,0.52,88.0,8.3,62.0,833.0
StarCraft II: Wings of Liberty,2010,Blizzard Entertainment,4.83,93.0,8.2,82.0,3052.0
Starhawk,2012,LightBox Interactive,0.29000000000000004,77.0,7.8,71.0,188.0
Starship Troopers,2005,Strangelite,0.02,46.0,6.1,18.0,29.0
State of Emergency,2002,VIS Entertainment,1.93,69.0,6.0,55.0,44.0
State of Emergency 2,2006,DC Studios,0.08,44.0,5.8,36.0,15.0
Steambot Chronicles,2005,Irem,0.03,74.0,8.2,35.0,17.0
Steambot Chronicles: Battle Tournament,2008,Irem,0.07,54.0,6.3,14.0,8.0
Steel Battalion,2002,Capcom,0.09000000000000001,83.0,8.5,20.0,20.0
Steel Battalion: Heavy Armor,2012,From Software,0.13,38.0,2.4,58.0,92.0
Steel Battalion: Line of Contact,2004,Capcom,0.03,70.0,8.0,19.0,8.0
Steel Diver,2011,Nintendo,0.48,58.0,6.3,55.0,29.0
Steins;Gate,2012,5pb,0.16,83.0,8.95,24.0,138.0
Steins;Gate 0,2015,5pb,0.14,83.5,8.8,24.0,49.0
Stella Deus: The Gate of Eternity,2004,Pinegrow,0.08,75.0,8.0,31.0,9.0
Stella Glow,2015,"Image Epoch, Imageepoch",0.24000000000000002,79.0,8.7,32.0,82.0
Still Life,2005,Microids,0.07,70.0,8.2,29.0,5.0
Still Life 2,2009,GameCo,0.01,67.0,5.7,15.0,54.0
StokEd,2009,Bongfish,0.2,68.0,8.6,34.0,19.0
Stoked: Big Air Edition,2009,Bongfish,0.04,72.0,7.7,21.0,16.0
Stolen,2005,Blue 52,0.03,51.0,7.4,16.0,16.0
Stormrise,2009,Creative Assembly,0.34,47.0,5.666666666666667,79.0,59.0
Story of Seasons,2014,Marvelous AQL,0.42000000000000004,76.0,8.2,39.0,54.0
Stranger of Sword City,2015,Experience Inc.,0.03,71.0,8.0,24.0,30.0
Stranglehold,2007,Midway,1.12,77.0,7.75,81.0,139.0
Street Fighter Alpha 3,1998,Capcom,1.18,88.0,8.15,29.0,56.0
Street Fighter Alpha 3 MAX,2006,Capcom,0.33000000000000007,80.0,8.0,35.0,27.0
Street Fighter Anniversary Collection,2004,Capcom,0.8,78.5,7.55,63.0,29.0
Street Fighter EX3,2000,Arika,0.85,64.0,7.9,17.0,31.0
Street Fighter IV,2009,Capcom,7.1,93.5,7.3,138.0,622.0
Street Fighter V,2016,Capcom,0.9500000000000001,75.5,3.15,113.0,1652.0
Street Fighter X Tekken,2012,Capcom,1.5,81.25,5.9,129.0,568.0
Street Hoops,2002,Black Ops Entertainment,0.28,58.0,8.0,22.0,4.0
Street Jam Basketball,2004,Prograph,0.03,35.0,8.0,7.0,7.0
Stretch Panic,2001,Treasure,0.05,65.0,7.8,14.0,4.0
Strider 2,2000,Capcom,0.09,69.0,8.1,15.0,11.0
Strike Force Bowling,2004,Lab Rats Games,0.62,48.0,6.8,14.0,4.0
Strikers 1945,1998,Psikyo,0.13,63.0,8.2,5.0,6.0
Stronghold,2001,FireFly Studios,0.11,81.0,8.9,19.0,224.0
Stronghold Crusader Extreme,2008,FireFly Studios,0.02,45.0,6.8,11.0,45.0
Stronghold Legends,2006,FireFly Studios,0.01,57.0,7.2,19.0,44.0
Stuart Little 3: Big Photo Adventure,2005,Magenta Software,0.08,71.0,7.7,5.0,7.0
Stubbs the Zombie in Rebel Without a Pulse,2005,Wideload Games Inc.,0.1,75.0,8.1,55.0,16.0
Stunt GP,2001,Team 17,0.05,49.0,8.1,8.0,9.0
Stuntman,2002,Reflections Interactive,1.55,71.0,5.7,37.0,36.0
Stuntman: Ignition,2007,Paradigm Entertainment,1.4200000000000002,74.0,6.633333333333333,64.0,51.0
Style Savvy,2008,syn Sophia,2.58,73.0,7.7,4.0,7.0
Style Savvy: Trendsetters,2012,syn Sophia,0.72,76.0,8.0,5.0,15.0
Sudeki,2004,Climax Group,0.19000000000000003,72.0,8.4,75.0,49.0
Sudoku Mania,2006,FrontLine Studios,0.09999999999999999,25.0,3.5,4.0,4.0
Suikoden II,1998,Konami,0.67,82.0,8.4,8.0,162.0
Suikoden IV,2004,KCET,0.6500000000000001,63.0,7.3,44.0,47.0
Suikoden Tactics,2005,Konami,0.19999999999999998,68.0,8.6,31.0,17.0
Suikoden Tierkreis,2008,Konami,0.26,76.0,7.4,24.0,37.0
Suikoden V,2006,Konami,0.35000000000000003,76.0,7.6,43.0,109.0
Summer Heat Beach Volleyball,2003,Acclaim Studios Cheltenham,0.29,65.0,7.7,21.0,19.0
Summer Sports: Paradise Island,2008,Destineer,0.53,46.0,4.6,7.0,7.0
Summon Night 5,2013,Felistella,0.15,74.0,8.3,7.0,6.0
Summon Night: Swordcraft Story,2003,Flight-Plan,0.03,77.0,8.1,20.0,19.0
Summon Night: Twin Age,2007,Flight-Plan,0.13,73.0,7.2,21.0,11.0
Summoner,2000,Volition Inc.,0.52,74.0,7.8,16.0,12.0
Summoner 2,2002,Volition Inc.,0.21,76.0,8.3,20.0,22.0
Sunny Garcia Surfing,2001,Krome Studios,0.03,61.0,7.9,11.0,7.0
Sunset Overdrive,2014,Insomniac Games,1.1300000000000001,81.0,7.7,89.0,1137.0
Super Dragon Ball Z,2006,Crafts & Meister,0.37,72.0,5.8,31.0,21.0
Super Dungeon Bros,2016,React Games,0.01,42.0,2.3,9.0,7.0
Super Ghouls 'n Ghosts,2002,Capcom,0.07,78.0,8.8,19.0,4.0
Super Mario 3D Land,2011,Nintendo,10.809999999999999,90.0,8.4,82.0,921.0
Super Mario 3D World,2013,Nintendo,4.319999999999999,93.0,9.0,83.0,1607.0
Super Mario Advance,2001,Nintendo,5.49,84.0,7.8,19.0,41.0
Super Mario Galaxy,2007,Nintendo,11.35,97.0,8.9,73.0,2147.0
Super Mario Galaxy 2,2010,Nintendo EAD Tokyo,7.510000000000001,97.0,9.1,87.0,1854.0
Super Mario Maker,2015,Nintendo,3.21,88.0,8.7,85.0,691.0
Super Mario Strikers,2005,Next Level Games,1.5999999999999999,76.0,8.7,39.0,55.0
Super Mario Sunshine,2002,Nintendo,6.31,92.0,8.6,61.0,439.0
Super Monkey Ball,2001,Amusement Vision,1.46,87.0,7.9,28.0,46.0
Super Monkey Ball 2,2002,Amusement Vision,1.5200000000000002,87.0,8.5,34.0,51.0
Super Monkey Ball 3D,2011,Sega,0.5,55.0,5.5,57.0,31.0
Super Monkey Ball Adventure,2006,TT Games,0.25,53.333333333333336,6.6000000000000005,79.0,26.0
Super Monkey Ball Deluxe,2005,Sega,0.39,79.5,7.949999999999999,50.0,22.0
Super Monkey Ball Jr.,2002,Realism Ltd,0.71,82.0,8.6,20.0,11.0
Super Monkey Ball: Banana Blitz,2006,Sega,2.24,74.0,5.7,53.0,72.0
Super Paper Mario,2007,Intelligent Systems,3.71,85.0,7.9,56.0,417.0
Super Princess Peach,2005,TOSE,1.03,75.0,7.6,48.0,33.0
Super Puzzle Fighter II Turbo,1996,Capcom,0.14,83.0,7.4,9.0,5.0
Super Robot Taisen OG Saga: Endless Frontier,2008,Monolith Soft,0.08,73.0,9.0,22.0,22.0
Super Scribblenauts,2010,5TH Cell,1.4600000000000002,81.0,8.2,53.0,46.0
Super Smash Bros. Brawl,2008,Game Arts,12.84,93.0,8.9,81.0,1662.0
Super Smash Bros. Melee,2001,HAL Labs,7.06,92.0,9.1,38.0,568.0
Super Stardust Ultra VR,2016,Sony Interactive Entertainment,0.01,66.0,6.2,13.0,13.0
Super Street Fighter II: Turbo Revival,2001,Capcom,0.25,84.0,7.4,17.0,10.0
Super Street Fighter IV: 3D Edition,2011,Capcom,1.22,85.0,8.1,69.0,206.0
Super Swing Golf,2006,"Tecmo, Ntreev Soft",0.23000000000000004,72.0,7.8,44.0,15.0
Supercar Street Challenge,2001,Exakt,1.12,57.0,7.6,15.0,9.0
Superdimension Neptune vs Sega Hard Girls,2016,Compile Heart,0.03,73.0,8.4,16.0,12.0
Superman Returns,2006,EA Tiburon,0.34,42.0,5.550000000000001,56.0,62.0
Superman: Countdown to Apokolips,2003,Mistic Software,0.04,47.0,5.7,5.0,6.0
Superman: Shadow of Apokolips,2002,Atari,0.5,65.0,7.25,29.0,17.0
Superman: The Man of Steel,2002,Circus Freak,0.13,44.0,6.0,19.0,11.0
Superstars V8 Racing,2009,Milestone S.r.l,0.03,66.0,4.9,29.0,9.0
Supremacy MMA,2011,Kung Fu Factory,0.2,48.0,6.35,34.0,15.0
Supreme Commander,2007,Gas Powered Games,0.14,71.0,7.0,68.0,282.0
Supreme Commander 2,2010,Gas Powered Games,0.54,76.0,6.65,82.0,826.0
Supreme Commander: Forged Alliance,2007,Gas Powered Games,0.03,81.0,8.9,35.0,219.0
Supreme Ruler: Cold War,2011,BattleGoat Studios,0.04,63.0,6.8,12.0,27.0
Surf's Up,2007,Ubisoft,0.41000000000000003,58.666666666666664,6.066666666666666,28.0,20.0
Surfing H3O,2000,Opus,0.25,46.0,4.6,15.0,8.0
Suzuki TT Superbikes,2005,Jester Interactive,0.39,71.0,8.5,7.0,8.0
Swingerz Golf,2002,Telenet,0.08,72.0,9.3,11.0,4.0
Sword Art Online: Hollow Fragment,2014,Bandai Namco Games,0.3,67.0,7.6,28.0,131.0
Sword Art Online: Hollow Realization,2016,Bandai Namco Games,0.35,64.5,7.35,37.0,60.0
Sword Art Online: Lost Song,2015,"Bandai Namco Games, Artdink",0.61,66.5,6.699999999999999,36.0,87.0
Sword of Mana,2003,Brownie Brown,0.74,72.0,8.3,31.0,25.0
Syberia,2002,Microids,0.12000000000000001,77.0,7.75,43.0,240.0
Syberia II,2004,Microids,0.04,75.5,8.5,30.0,156.0
Syndicate,2012,Starbreeze,0.32999999999999996,74.5,6.8,94.0,280.0
Syphon Filter 3,2001,Sony Bend,0.52,73.0,8.5,19.0,36.0
Syphon Filter: Dark Mirror,2006,Sony Bend,0.5900000000000001,78.5,8.4,82.0,130.0
Syphon Filter: Logan's Shadow,2007,Sony Bend,0.45999999999999996,85.0,8.8,41.0,47.0
Syphon Filter: The Omega Strain,2004,Sony Bend,0.7599999999999999,65.0,6.9,47.0,30.0
Sébastien Loeb Rally Evo,2016,Milestone S.r.l,0.060000000000000005,67.0,8.149999999999999,36.0,95.0
TMNT,2007,Ubisoft Montreal,1.07,49.25,4.625,65.0,60.0
TMNT: Mutant Melee,2005,Konami Computer Entertainment Hawaii,0.07999999999999999,43.5,3.8,29.0,9.0
TNA iMPACT: Cross the Line,2010,Point of View,0.05,50.0,6.5,6.0,4.0
TOCA Race Driver 3,2006,Codemasters,0.14,83.33333333333333,7.666666666666667,67.0,74.0
TRINITY: Souls of Zill O'll,2010,Omega Force,0.13,55.0,6.2,34.0,33.0
TRON: Evolution,2010,Propaganda Games,0.78,57.666666666666664,6.066666666666666,109.0,94.0
TV Superstars,2010,SCE Studio Cambridge,0.24,56.0,4.9,17.0,8.0
Tactics Ogre: Let Us Cling Together,2010,Square Enix,0.54,87.0,8.8,49.0,102.0
Tactics Ogre: The Knight of Lodis,2001,Quest,0.5,88.0,9.1,20.0,26.0
Taiko Drum Master,2004,Namco,0.21,77.0,8.1,35.0,8.0
Tak 2: The Staff of Dreams,2004,Avalanche Software,0.96,73.0,8.3,53.0,18.0
Tak and the Guardians of Gross,2008,THQ,0.15000000000000002,63.0,8.0,5.0,5.0
Tak and the Power of Juju,2003,Avalanche Software,2.1,72.66666666666667,8.799999999999999,72.0,56.0
Tak: The Great Juju Challenge,2005,Avalanche Software,0.15,75.0,9.3,17.0,4.0
Take On Helicopters,2011,Bohemia Interactive,0.03,70.0,6.7,10.0,28.0
Tales of Destiny II,2000,Namco,0.81,78.0,8.7,9.0,31.0
Tales of Graces f,2010,Namco Bandai Games,0.98,77.0,8.2,55.0,336.0
Tales of Legendia,2005,Namco,0.49,72.0,7.7,37.0,38.0
Tales of Phantasia,2003,Namco,0.29000000000000004,76.0,8.1,29.0,24.0
Tales of Symphonia,2003,Namco,1.1,86.0,8.5,60.0,176.0
Tales of Symphonia: Dawn of the New World,2008,Bandai Namco Games,0.51,68.0,7.1,46.0,93.0
Tales of Vesperia,2008,Bandai Namco Games,0.73,79.0,8.2,67.0,264.0
Tales of Xillia,2011,Bandai Namco Games,1.2300000000000002,78.0,8.2,65.0,468.0
Tales of Zestiria,2015,Bandai Namco Games,0.4,72.0,6.8,59.0,315.0
Tales of the Abyss,2005,Bandai Namco Games,1.3900000000000001,76.5,8.0,55.0,306.0
Tales of the World: Radiant Mythology,2006,Alfa System,0.43000000000000005,66.0,7.8,27.0,25.0
Tamagotchi Connection: Corner Shop,2005,NanaOn-Sha,1.2500000000000002,59.0,7.7,20.0,6.0
Tank Beat,2006,MileStone Inc.,0.02,40.0,5.4,12.0,8.0
Tao Feng: Fist of the Lotus,2003,Studio Gigante,0.28,65.0,6.5,32.0,8.0
Target: Terror,2008,Leviathan Games,0.06999999999999999,33.0,2.7,19.0,16.0
Tatsunoko vs. Capcom: Ultimate All-Stars,2010,Eighting,0.53,85.0,8.8,62.0,85.0
Taz Wanted,2002,Blitz Games,0.24,63.0,7.85,12.0,14.0
Tearaway,2013,Media Molecule,0.6200000000000001,87.0,8.9,82.0,391.0
Tearaway Unfolded,2015,Media Molecule,0.26,81.0,8.1,70.0,188.0
Tears to Tiara II: Heir of the Overlord,2013,Aqua Plus,0.16,65.0,8.7,18.0,41.0
Tecmo Bowl: Kickoff,2008,Polygon Magic,0.12,66.0,7.3,21.0,8.0
Teen Titans,2006,Artificial Mind and Movement,0.5800000000000001,59.5,7.75,23.0,28.0
Teenage Mutant Ninja Turtles,2003,KCE Studios,2.49,60.75,8.475,92.0,56.0
Teenage Mutant Ninja Turtles 2: Battle Nexus,2004,KCE Studios,0.78,48.0,6.0,61.0,27.0
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,2005,KCE Studios,0.26,55.5,7.0,30.0,15.0
Teenage Mutant Ninja Turtles: Arcade Attack,2009,Ubisoft,0.13,36.0,4.8,8.0,4.0
Teenage Mutant Ninja Turtles: Mutants in Manhattan,2016,PlatinumGames,0.13,49.5,5.75,63.0,201.0
Teenage Mutant Ninja Turtles: Smash-Up,2009,Game Arts,0.36,67.0,8.2,34.0,21.0
Teenage Zombies: Invasion of the Alien Brain Thingys,2008,InLight Entertainment,0.03,67.0,8.2,30.0,29.0
Tekken 2,1996,Namco,5.74,89.0,8.9,8.0,102.0
Tekken 3,1998,Namco,7.180000000000001,96.0,9.1,15.0,367.0
Tekken 3D: Prime Edition,2012,Arika,0.19,64.0,5.9,42.0,39.0
Tekken 4,2002,Namco,3.4400000000000004,79.0,8.3,23.0,126.0
Tekken 5,2005,Namco,3.88,88.0,8.6,62.0,229.0
Tekken 6,2009,Namco Bandai Games,4.359999999999999,80.33333333333333,7.533333333333334,161.0,411.0
Tekken Advance,2001,Eighting/Raizing,0.45,82.0,8.2,14.0,13.0
Tekken Tag Tournament,2000,Namco,4.05,85.0,8.5,25.0,117.0
Tekken Tag Tournament 2,2012,Namco Bandai Games,1.19,82.5,7.85,85.0,283.0
Tenchu 2: Birth of the Stealth Assassins,2000,Acquire,0.5800000000000001,77.0,8.7,14.0,32.0
Tenchu Z,2006,K2 LLC,0.3400000000000001,56.0,7.3,51.0,58.0
Tenchu: Dark Secret,2006,From Software,0.04,37.0,5.1,10.0,7.0
Tenchu: Fatal Shadows,2004,K2 LLC,0.18,58.0,8.0,33.0,24.0
Tenchu: Return From Darkness,2004,K2 LLC,0.22000000000000003,70.0,7.0,55.0,6.0
Tenchu: Shadow Assassins,2008,Acquire,0.31,69.0,7.6,53.0,42.0
Tenchu: Stealth Assassins,1997,Acquire,1.9899999999999998,87.0,8.8,14.0,45.0
Tenchu: Wrath of Heaven,2003,K2 LLC,1.1400000000000001,79.0,8.4,33.0,38.0
Tenkai Knights: Brave Battle,2014,Bandai Namco Games,0.02,26.0,2.4,10.0,22.0
Terminator 3: Rise of the Machines,2003,Black Ops Entertainment,0.7200000000000001,36.5,4.15,45.0,33.0
Terminator 3: The Redemption,2004,Paradigm Entertainment,0.22,67.0,8.3,67.0,16.0
Terminator Salvation,2009,GRIN,0.87,45.5,4.45,91.0,123.0
Terraria,2011,Engine Software,1.53,81.14285714285714,7.728571428571429,112.0,2031.0
Test Drive,2002,Pitbull Syndicate,1.7699999999999998,72.0,8.05,35.0,33.0
Test Drive Off-Road Wide Open,2001,Rockstar San Diego,0.19,64.0,8.3,21.0,9.0
Test Drive Unlimited,2006,Eden Studios,0.8300000000000001,80.33333333333333,7.8,105.0,239.0
Test Drive: Eve of Destruction,2004,Monster Games Inc.,0.32,72.5,8.899999999999999,62.0,30.0
Test Drive: Ferrari Legends,2012,"Atari, Slightly Mad Studios, Atari SA",0.05,62.0,4.9,19.0,22.0
Tetris Axis,2011,Hudson Soft,0.42000000000000004,74.0,6.8,33.0,28.0
Tetris DS,2006,Nintendo,2.1100000000000003,84.0,8.7,56.0,44.0
Tetris Party Deluxe,2010,"Tetris Online, Inc",0.56,72.0,5.8,19.0,4.0
Tetris Worlds,2002,Blue Planet Software,2.31,45.5,5.9,17.0,19.0
Texas Hold 'Em Poker,2004,Skyworks Technologies,0.61,49.0,6.8,7.0,6.0
That's So Raven,2004,Vicarious Visions,0.75,39.0,7.6,6.0,5.0
The 3rd Birthday,2010,HexaDrive,0.52,71.0,6.1,56.0,113.0
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,2004,THQ,0.49,65.0,7.3,8.0,8.0
The Adventures of Tintin: The Game,2011,Ubisoft Montpellier,0.65,59.333333333333336,5.833333333333333,70.0,37.0
The Ant Bully,2006,Artificial Mind and Movement,0.19,48.5,2.8,31.0,11.0
The Awakened Fate Ultimatum,2014,Nippon Ichi Software,0.02,65.0,7.3,20.0,23.0
The BIGS,2007,Blue Castle Games,1.29,73.25,6.875,61.0,51.0
The BIGS 2,2009,Blue Castle Games,0.64,74.66666666666667,7.433333333333334,54.0,57.0
The Bard's Tale,2004,InXile Entertainment,0.31,75.5,8.7,94.0,18.0
The Beatles: Rock Band,2009,Harmonix Music Systems,4.13,88.66666666666667,8.733333333333333,161.0,229.0
The Bible Game,2005,Crave,0.04,60.0,2.7,6.0,13.0
The Black Eyed Peas Experience,2011,iNiS,0.33000000000000007,66.0,5.8,17.0,8.0
The Book of Unwritten Tales,2009,KING Art,0.1,82.0,8.2,32.0,144.0
The Bouncer,2000,DreamFactory,0.99,66.0,8.0,20.0,35.0
The Bureau: XCOM Declassified,2013,2K Marin,0.52,67.66666666666667,6.633333333333333,97.0,818.0
The Chronicles of Narnia: Prince Caspian,2008,Traveller's Tales,1.1099999999999999,60.5,6.8,51.0,41.0
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",2005,Amaze Entertainment,0.8,68.33333333333333,7.3,87.0,27.0
The Chronicles of Riddick: Assault on Dark Athena,2009,Starbreeze,0.55,80.66666666666667,7.966666666666666,138.0,249.0
The Club,2008,Bizarre Creations,0.51,74.0,6.65,105.0,58.0
The Con,2005,"SCEA, Think and Feel",0.19999999999999998,63.0,7.3,37.0,16.0
The Conduit,2009,High Voltage Software,0.5700000000000001,69.0,8.2,79.0,258.0
The Crew,2014,"Ubisoft Reflections, Ivory Tower",2.5200000000000005,65.33333333333333,5.900000000000001,90.0,1214.0
The Crew: Wild Run,2015,Ivory Tower,0.13,70.66666666666667,6.933333333333334,24.0,112.0
The Cursed Crusade,2011,Kylotonn,0.35000000000000003,46.333333333333336,5.133333333333334,51.0,88.0
The Da Vinci Code,2006,Double Helix Games,0.18000000000000002,53.0,5.4,77.0,29.0
The Dark Spire,2008,Success,0.04,69.0,7.7,23.0,21.0
The Darkness,2007,Starbreeze,1.1,81.0,7.9,98.0,303.0
The Darkness II,2012,Digital Extremes,0.8400000000000001,78.66666666666667,7.566666666666666,119.0,794.0
The Dog Island,2007,Yuke's,0.38,70.0,8.1,4.0,12.0
The Dukes of Hazzard: Return of the General Lee,2004,Ratbag,0.3,50.5,6.9,35.0,12.0
The Elder Scrolls III: Morrowind,2002,Bethesda Softworks,2.8599999999999994,87.0,8.7,34.0,111.0
The Elder Scrolls IV: Oblivion,2006,4J Studios,7.74,93.66666666666667,8.266666666666666,189.0,4167.0
The Elder Scrolls Online,2014,ZeniMax Media,2.1800000000000006,74.0,7.050000000000001,75.0,3034.0
The Elder Scrolls V: Skyrim,2011,Bethesda Game Studios,19.07,94.0,7.633333333333333,137.0,15189.0
The Evil Within,2014,Tango Gameworks,2.7300000000000004,74.0,6.833333333333333,107.0,2374.0
The Eye of Judgment,2007,SCEJ,0.33000000000000007,75.0,8.2,43.0,51.0
The Eye of Judgment: Legends,2010,SCEI,0.01,69.0,7.9,17.0,16.0
The Fast and the Furious,2006,Eutechnyx,0.08,58.5,5.949999999999999,29.0,30.0
The Fight: Lights Out,2010,Coldwood Interactive,0.59,48.0,7.5,39.0,77.0
The First Templar,2011,Haemimont,0.19,54.5,6.05,40.0,86.0
The Getaway,2002,Team Soho,3.54,72.0,6.8,49.0,88.0
The Getaway: Black Monday,2004,SCEE London Studio,1.7799999999999998,57.0,7.6,53.0,47.0
The Godfather,2006,Electronic Arts,1.08,75.0,8.3,56.0,99.0
The Godfather II,2009,EA Redwood Shores,1.52,66.0,7.050000000000001,125.0,110.0
The Godfather: Blackhand Edition,2007,EA Redwood Shores,0.15000000000000002,77.0,8.5,38.0,48.0
The Godfather: Mob Wars,2006,Page 44 Studios,0.09999999999999999,59.0,7.9,34.0,16.0
The Golden Compass,2007,Artificial Mind and Movement,1.86,42.5,4.75,59.0,44.0
The Golf Club,2014,HB Studios Multimedia,0.11,65.0,5.85,26.0,126.0
The Great Escape,2003,Pivotal Games,0.19,57.0,8.0,19.0,21.0
The Guided Fate Paradox,2013,Nippon Ichi Software,0.06,74.0,7.8,27.0,66.0
The Gunstringer,2011,Twisted Pixel Games,0.39999999999999997,77.0,8.1,60.0,40.0
The Guy Game,2004,Top Heavy Studios,0.21000000000000002,47.5,6.050000000000001,40.0,20.0
The Haunted: Hell's Reach,2011,ValuSoft,0.02,51.0,7.6,8.0,47.0
The History Channel: Battle for the Pacific,2007,Activision,0.13,35.5,4.25,18.0,36.0
The Hobbit,2003,Inevitable Entertainment,0.88,62.333333333333336,8.366666666666665,40.0,39.0
The House of The Dead III,2002,Wow Entertainment,0.38,72.0,7.3,30.0,9.0
The House of the Dead: Overkill,2009,Headstrong Games,0.85,78.0,8.7,65.0,95.0
The Hustle: Detroit Streets,2005,Blade Interactive,0.08,51.0,5.3,11.0,4.0
The Incredible Hulk,2008,Edge of Reality,0.9,53.333333333333336,6.3999999999999995,72.0,49.0
The Incredible Hulk: Ultimate Destruction,2005,Radical Entertainment,0.9000000000000001,83.66666666666667,8.6,118.0,74.0
The Incredibles,2004,Heavy Iron Studios,3.2199999999999998,62.5,7.35,63.0,29.0
The Incredibles: Rise of the Underminer,2005,Heavy Iron Studios,0.52,63.5,6.85,19.0,15.0
The Italian Job,2003,Climax Group,0.31,54.5,6.05,40.0,9.0
The King of Fighters 02/03,2005,SNK Playmore,0.06999999999999999,73.0,8.8,28.0,14.0
The King of Fighters 2000/2001,2003,SNK Playmore,0.09999999999999999,71.0,8.6,31.0,17.0
The King of Fighters 2006,2006,SNK Playmore,0.07,66.0,8.6,23.0,17.0
The King of Fighters Collection: The Orochi Saga,2006,SNK Playmore,0.28,64.0,7.75,30.0,13.0
The King of Fighters EX2: Howling Blood,2002,Marvelous,0.08,80.0,9.1,10.0,10.0
The King of Fighters XI,2006,SNK Playmore,0.19,75.0,8.5,30.0,15.0
The King of Fighters XII,2009,SNK Playmore,0.27,60.0,4.75,105.0,79.0
The King of Fighters XIII,2011,SNK Playmore,0.6300000000000001,78.0,8.2,57.0,127.0
The King of Fighters XIV,2016,SNK Playmore,0.15,79.0,8.7,54.0,208.0
The Kore Gang,2010,Snap Dragon Games,0.04,70.0,8.6,10.0,7.0
The LEGO Movie Videogame,2014,TT Games,4.1000000000000005,70.83333333333333,7.083333333333333,74.0,243.0
The Last Airbender,2010,THQ,0.39,61.0,6.8,10.0,9.0
The Last Guy,2009,SCE Japan Studio,0.03,77.0,6.9,33.0,30.0
The Last Remnant,2008,Square Enix,0.7,66.0,7.6000000000000005,72.0,362.0
The Last Story,2011,"Mistwalker, Artoon",0.65,80.0,8.4,61.0,179.0
The Last of Us,2013,Naughty Dog,5.86,95.0,9.1,98.0,8003.0
The Legend of Alon D'ar,2001,Stormfront Studios,0.08,43.0,6.7,14.0,10.0
The Legend of Dragoon,1999,SCEI,1.87,74.0,8.4,12.0,248.0
The Legend of Heroes II: Prophecy of the Moonlight Witch,2004,Microvision,0.14,63.0,6.9,25.0,11.0
The Legend of Heroes III: Song of the Ocean,2006,Microvision,0.03,58.0,6.1,17.0,7.0
The Legend of Heroes: A Tear of Vermillion,2005,Microvision,0.09,68.0,7.7,24.0,26.0
The Legend of Heroes: Trails of Cold Steel,2013,Falcom,0.43000000000000005,81.5,7.6,32.0,260.0
The Legend of Heroes: Trails of Cold Steel II,2014,Falcom,0.34,85.0,7.55,27.0,144.0
The Legend of Kage 2,2008,Taito Corporation,0.07,70.0,6.3,21.0,4.0
The Legend of Legacy,2015,FuRyu,0.25,67.0,7.1,31.0,54.0
The Legend of Spyro: A New Beginning,2006,Amaze Entertainment,0.5700000000000001,67.5,7.05,23.0,19.0
The Legend of Spyro: Dawn of the Dragon,2008,Etranges Libellules,1.77,60.5,6.775,77.0,91.0
The Legend of Spyro: The Eternal Night,2007,Amaze Entertainment,1.01,56.666666666666664,4.833333333333333,30.0,49.0
The Legend of Zelda: A Link Between Worlds,2013,Nintendo,3.1,91.0,8.9,81.0,1057.0
The Legend of Zelda: A Link to the Past,2002,Capcom,2.7,95.0,9.1,30.0,314.0
The Legend of Zelda: Four Swords Adventures,2004,Nintendo,0.81,86.0,7.2,55.0,74.0
The Legend of Zelda: Majora's Mask 3D,2015,GREZZO,2.34,89.0,9.0,82.0,478.0
The Legend of Zelda: Phantom Hourglass,2007,Nintendo,5.08,90.0,8.0,57.0,416.0
The Legend of Zelda: Skyward Sword,2011,Nintendo,3.9399999999999995,93.0,8.0,81.0,1958.0
The Legend of Zelda: Spirit Tracks,2009,Nintendo,3.3099999999999996,87.0,7.8,75.0,228.0
The Legend of Zelda: The Minish Cap,2004,Flagship,1.4300000000000002,89.0,9.0,56.0,203.0
The Legend of Zelda: The Wind Waker,2002,Nintendo,4.609999999999999,96.0,8.9,80.0,968.0
The Legend of Zelda: Tri Force Heroes,2015,Nintendo,1.11,73.0,7.6,73.0,179.0
