name,year_of_release,developer,worldwide_sales,critic_score,user_score,critic_count,user_count
The Legend of Zelda: Twilight Princess,2006,Nintendo,8.75,95.5,9.1,89.0,2226.0
The Legend of Zelda: Twilight Princess HD,2016,"Tantalus Interactive, Tantatus, Nintendo",1.03,86.0,8.4,74.0,329.0
The Legendary Starfy,2008,TOSE,0.8500000000000001,75.0,8.4,25.0,26.0
The Longest Journey,1999,Funcom,0.01,91.0,8.9,26.0,439.0
The Lord of the Rings Online: Mines of Moria,2008,Turbine Inc.,0.02,85.0,8.2,24.0,99.0
The Lord of the Rings: Aragorn's Quest,2010,Headstrong Games,0.4,58.0,6.9,33.0,13.0
The Lord of the Rings: Conquest,2009,Artificial Mind and Movement,1.5,56.75,7.15,136.0,215.0
The Lord of the Rings: The Battle for Middle-Earth,2004,EA LA,0.07999999999999999,82.0,8.6,42.0,199.0
The Lord of the Rings: The Battle for Middle-Earth II,2006,EA LA,0.06,81.5,7.5,86.0,449.0
The Lord of the Rings: The Fellowship of the Ring,2002,Surreal Software,1.73,59.0,5.85,42.0,30.0
The Lord of the Rings: The Return of the King,2003,EA Games,5.68,82.5,8.625,98.0,168.0
The Lord of the Rings: The Third Age,2004,EA Games,1.1,71.33333333333333,8.166666666666666,67.0,91.0
The Lord of the Rings: The Two Towers,2002,Stormfront Studios,5.92,81.0,8.333333333333334,62.0,119.0
The Lord of the Rings: War in the North,2011,Snowblind Studios,0.19,66.0,7.1,21.0,289.0
The Lost Vikings,2003,Mass Media,0.05,75.0,9.1,16.0,15.0
The Mark of Kri,2002,SCEA,0.46,80.0,7.9,37.0,29.0
The Matrix: Path of Neo,2005,Shiny Entertainment,0.8,71.0,7.6,81.0,62.0
The Movies,2005,Lionhead Studios,0.05,84.0,8.3,62.0,131.0
The Mummy Returns,2001,Blitz Games,0.5,44.0,7.0,13.0,11.0
The Mummy: Tomb of the Dragon Emperor,2008,Eurocom Entertainment Software,0.33999999999999997,38.5,6.6,14.0,11.0
The Munchables,2009,Now Production,0.18000000000000002,71.0,8.2,33.0,5.0
The New York Times Crosswords,2007,BudCat,0.44999999999999996,79.0,6.7,15.0,6.0
The Next BIG Thing,2011,Pendulo Studios,0.060000000000000005,75.0,7.9,30.0,35.0
The Operative: No One Lives Forever,2002,Monolith Productions,0.14,67.0,8.0,23.0,16.0
The Orange Box,2007,EA Games,3.02,93.66666666666667,8.866666666666667,109.0,2480.0
The Order: 1886,2015,"Ready at Dawn, SCE Santa Monica",1.7200000000000002,63.0,6.6,94.0,3172.0
The Outfit,2006,Relic,0.24999999999999997,70.0,7.5,52.0,48.0
The Peanuts Movie: Snoopy's Grand Adventure,2015,"Activision, Behaviour Interactive",0.02,59.0,6.6,4.0,19.0
The Polar Express,2004,Blue Tongue,0.33,39.5,4.5,17.0,15.0
The Powerpuff Girls: Chemical X-Traction,2001,VIS Entertainment,0.26,30.0,6.3,6.0,4.0
The Powerpuff Girls: Relish Rampage,2002,VIS Entertainment,0.45,46.0,6.8,5.0,5.0
The Punisher,2005,Volition Inc.,0.52,68.0,8.2,44.0,56.0
The Saboteur,2009,Pandemic Studios,1.05,73.66666666666667,8.1,143.0,495.0
The Scorpion King: Rise of the Akkadian,2002,VU Games,0.23,47.0,7.2,12.0,6.0
The Secret World,2012,Funcom,0.17,74.0,8.2,55.0,1326.0
The Settlers,2007,Blue Byte,0.11,39.0,5.6,6.0,7.0
The Settlers 7: Paths to a Kingdom,2010,Blue Byte,0.32,79.0,5.2,33.0,213.0
The Settlers: Rise of an Empire,2007,Blue Byte,0.02,66.0,7.7,19.0,44.0
The Shoot,2010,Cohort Studios,0.34,60.0,6.2,39.0,11.0
The Simpsons Game,2007,EA Redwood Shores,7.04,67.0,7.25,135.0,218.0
The Simpsons Skateboarding,2002,The Code Monkeys,1.53,38.0,5.0,21.0,26.0
The Simpsons: Road Rage,2001,Altron,6.109999999999999,61.75,7.625,70.0,59.0
The Sims,2000,Edge of Reality,3.7300000000000004,86.0,7.550000000000001,104.0,539.0
The Sims 2,2004,Griptonite Games,4.390000000000001,72.28571428571429,7.014285714285714,186.0,920.0
The Sims 2: Apartment Life,2008,Electronic Arts,0.08,75.0,7.7,10.0,19.0
The Sims 2: Apartment Pets,2008,Full Fat,0.6799999999999999,50.0,3.3,12.0,4.0
The Sims 2: Bon Voyage,2007,Maxis,0.02,74.0,7.3,9.0,24.0
The Sims 2: Castaway,2007,EA Redwood Shores,3.08,68.5,6.875,49.0,48.0
The Sims 2: Nightlife,2005,Maxis,1.27,76.0,6.6,31.0,71.0
The Sims 2: Open for Business,2006,Maxis,0.51,78.0,8.6,29.0,35.0
The Sims 2: Pets,2006,Full Fat,3.9400000000000004,63.5,7.133333333333333,94.0,111.0
The Sims 2: Seasons,2007,Maxis,0.060000000000000005,78.0,7.3,20.0,29.0
The Sims 2: University,2005,Maxis,0.060000000000000005,81.0,7.8,31.0,49.0
The Sims 3,2009,EA Games,13.66,73.0,6.16,194.0,1063.0
The Sims 3: Ambitions,2010,EA Redwood Shores,0.45999999999999996,74.0,7.3,25.0,51.0
The Sims 3: Generations,2011,The Sims Studio,0.63,70.0,3.6,22.0,81.0
The Sims 3: Late Night Expansion Pack,2010,The Sims Studio,1.69,74.0,5.3,17.0,77.0
The Sims 3: Seasons,2012,The Sims Studio,0.15,73.0,7.5,12.0,48.0
The Sims 3: World Adventures,2009,The Sims Studio,0.58,81.0,8.0,31.0,72.0
The Sims 4,2014,Maxis,3.0500000000000003,70.0,3.9,74.0,2057.0
The Sims 4: City Living,2016,Maxis,0.11,77.0,5.7,10.0,30.0
The Sims 4: Get Together,2015,Maxis,0.22,72.0,7.3,16.0,117.0
The Sims Deluxe,2002,Maxis,0.04,92.0,8.2,6.0,77.0
The Sims: Bustin' Out,2003,Maxis,3.66,81.0,8.766666666666667,82.0,69.0
The Sims: Hot Date,2001,Maxis,1.81,85.0,7.9,17.0,70.0
The Sims: House Party,2001,Maxis,2.16,74.0,7.9,17.0,30.0
The Sims: Livin Large,2000,Maxis,2.9799999999999995,82.0,6.6,23.0,20.0
The Sims: Makin' Magic,2003,Maxis,1.9200000000000002,80.0,8.6,22.0,31.0
The Sims: Medieval,2011,The Sims Studio,0.6900000000000001,77.0,6.1,56.0,173.0
The Sims: Superstar,2003,Maxis,1.67,79.0,8.2,20.0,25.0
The Sims: Unleashed,2002,Maxis,3.76,79.0,8.0,21.0,29.0
The Sims: Vacation,2002,Maxis,3.07,75.0,7.8,18.0,22.0
The Sky Crawlers: Innocent Aces,2008,Access Games,0.12,74.0,7.9,42.0,13.0
The Sly Collection,2010,Sanzaru Games,0.69,85.0,8.8,46.0,172.0
The Smurfs 2,2013,WayForward,0.08,42.0,5.6,5.0,21.0
The SpongeBob SquarePants Movie,2004,Heavy Iron Studios,3.25,74.0,8.433333333333334,28.0,75.0
The Suffering,2004,Surreal Software,0.63,77.0,8.850000000000001,91.0,63.0
The Suffering: Ties That Bind,2005,Surreal Software,0.27,75.5,8.55,73.0,31.0
The Sum of All Fears,2003,Ubisoft Shanghai,0.04,36.0,3.4,11.0,5.0
The Talos Principle,2015,Croteam,0.02,88.0,8.4,31.0,124.0
The Technomancer,2016,Spiders,0.09999999999999999,61.333333333333336,6.966666666666666,84.0,320.0
The Terminator: Dawn of Fate,2002,Paradigm Entertainment,0.56,55.5,5.45,36.0,23.0
The Testament of Sherlock Holmes,2012,Frogwares,0.32,67.33333333333333,7.666666666666667,58.0,192.0
The Thing,2002,Computer Artworks,0.65,78.0,7.0,48.0,55.0
The Tomb Raider Trilogy,2011,Crystal Dynamics,0.88,78.0,8.1,37.0,60.0
The Typing of the Dead,2000,Smilebit,0.05,83.0,7.8,12.0,12.0
The Urbz: Sims in the City,2004,Griptonite Games,3.12,71.25,8.075,78.0,75.0
The Walking Dead: Survival Instinct,2013,Terminal Reality,1.1300000000000001,33.0,3.8,44.0,606.0
The Warriors,2005,Rockstar Toronto,1.07,83.33333333333333,8.166666666666666,143.0,114.0
The Weakest Link,2001,"Activision, Traveller's Tales",0.09,63.0,7.2,7.0,6.0
The Whispered World,2009,Daedalic Entertainment,0.1,70.0,7.6,41.0,77.0
The Witch and the Hundred Knight,2013,Nippon Ichi Software,0.21,53.0,7.5,44.0,80.0
The Witcher,2007,CD Projekt Red Studio,0.060000000000000005,81.0,8.8,50.0,1116.0
The Witcher 2: Assassins of Kings,2011,CD Projekt Red Studio,1.85,88.0,8.4,158.0,5196.0
The Witcher 3: Wild Hunt,2015,CD Projekt Red Studio,5.99,92.0,9.233333333333333,124.0,24807.0
The Witcher: Enhanced Edition,2008,CD Projekt Red Studio,0.33,86.0,8.5,30.0,1660.0
The Wizard of Oz: Beyond The Yellow Brick Road,2008,Media Vision,0.14,68.0,6.0,18.0,4.0
The Wolf Among Us,2014,Telltale Games,0.21000000000000002,83.0,8.4,6.0,259.0
The Wonderful 101,2013,PlatinumGames,0.4,78.0,8.5,75.0,495.0
The World Ends With You,2007,Jupiter Corporation,0.78,88.0,8.9,59.0,283.0
The X Files: Resist or Serve,2004,Black Ops Entertainment,0.13,67.0,8.4,31.0,8.0
Theatre Of War,2007,"Battlefront.com, 1C, 1C Company",0.01,66.0,6.2,13.0,21.0
Theatrhythm Final Fantasy: Curtain Call,2014,Indies Zero,0.38,83.0,8.2,52.0,66.0
Theatrhythm: Final Fantasy,2012,Indies Zero,0.49000000000000005,78.0,7.8,60.0,113.0
Theme Park,2007,EA Japan Studio,0.05,72.0,7.6,15.0,14.0
Theme Park Roller Coaster,2000,Bullfrog Productions,0.47000000000000003,82.0,7.9,11.0,17.0
Theresia...,2008,WorkJam,0.05,61.0,8.0,6.0,8.0
Thief: Deadly Shadows,2004,Ion Storm,0.18000000000000002,82.0,7.3,61.0,12.0
Thor: God of Thunder,2011,Liquid Entertainment,0.65,50.4,5.9,117.0,64.0
Thrillville,2006,Frontier Developments,0.86,70.5,2.8499999999999996,45.0,91.0
Thrillville: Off the Rails,2007,DC Studios,1.1400000000000001,68.8,2.82,62.0,133.0
Thunderstrike: Operation Phoenix,2001,Core Design Ltd.,0.34,65.0,8.1,15.0,7.0
Tiger Woods PGA Tour,2004,EA Canada,0.35,71.0,7.4,46.0,21.0
Tiger Woods PGA Tour 06,2005,EA Sports,1.96,79.4,6.279999999999999,129.0,47.0
Tiger Woods PGA Tour 07,2006,EA Redwood Shores,1.39,80.0,6.8999999999999995,98.0,35.0
Tiger Woods PGA Tour 08,2007,EA Salt Lake,2.35,78.0,7.25,109.0,63.0
Tiger Woods PGA Tour 09,2008,EA Tiburon,1.66,73.0,6.833333333333333,79.0,44.0
Tiger Woods PGA Tour 09 All-Play,2008,EA Tiburon,1.4100000000000001,81.0,8.7,18.0,34.0
Tiger Woods PGA Tour 10,2009,EA Tiburon,2.5,83.0,7.800000000000001,133.0,86.0
Tiger Woods PGA Tour 11,2010,EA Sports,1.8900000000000001,80.33333333333333,7.6000000000000005,120.0,59.0
Tiger Woods PGA Tour 12: The Masters,2011,Electronic Arts,1.83,81.66666666666667,6.7,105.0,49.0
Tiger Woods PGA Tour 13,2012,Electronic Arts,1.04,76.0,5.65,61.0,48.0
Tiger Woods PGA Tour 14,2013,EA Tiburon,0.73,75.5,5.0,56.0,52.0
Tiger Woods PGA Tour 2002,2002,EA Sports,0.91,80.0,7.6,23.0,5.0
Tiger Woods PGA Tour 2003,2002,EA Sports,2.3200000000000003,88.66666666666667,8.466666666666667,42.0,34.0
Tiger Woods PGA Tour 2004,2003,Backbone Emeryville,2.5700000000000003,85.5,8.075,62.0,64.0
Tiger Woods PGA Tour 2005,2004,EA Sports,2.3000000000000003,89.0,7.2,72.0,73.0
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,2004,Capcom,0.42000000000000004,65.0,7.949999999999999,53.0,26.0
Tim Burton's The Nightmare Before Christmas: The Pumpkin King,2005,TOSE,0.14,71.0,5.5,5.0,6.0
Time Crisis 3,2003,Namco,0.61,81.0,8.1,29.0,12.0
Time Crisis 4,2007,Nex Entertainment,0.8300000000000001,60.0,7.4,52.0,21.0
Time Crisis II,2001,Namco,0.53,81.0,7.9,21.0,20.0
Time Crisis: Project Titan,2001,Flying Tiger Development,0.05,71.0,6.7,13.0,6.0
Time Crisis: Razing Storm,2010,Nex Entertainment,0.53,58.0,5.9,49.0,15.0
Time Hollow,2008,Tenky,0.15,64.0,7.8,24.0,21.0
Time and Eternity,2012,"Image Epoch, Imageepoch",0.16999999999999998,42.0,5.0,40.0,78.0
TimeShift,2007,Saber Interactive,0.5700000000000001,70.33333333333333,7.266666666666667,104.0,214.0
TimeSplitters,2000,Free Radical Design,0.44,81.0,8.0,23.0,40.0
TimeSplitters 2,2002,Free Radical Design,1.77,88.66666666666667,8.5,71.0,226.0
TimeSplitters: Future Perfect,2005,Free Radical Design,0.48,83.0,9.033333333333333,125.0,193.0
Titan Quest,2006,Iron Lore Entertainment,0.060000000000000005,77.0,8.1,51.0,387.0
Titanfall,2014,Bluepoint Games,4.87,85.0,6.166666666666667,118.0,4756.0
Titanfall 2,2016,Respawn Entertainment,1.4100000000000001,87.0,8.133333333333333,114.0,1453.0
Tokobot,2005,Tecmo,0.06,72.0,7.3,30.0,8.0
Tokyo Jungle,2012,Crispy's,0.26,74.0,8.4,60.0,89.0
Tokyo Twilight Ghost Hunters,2014,TOYBOX,0.13,63.5,6.7,23.0,33.0
Tokyo Xtreme Racer 3,2003,Genki,0.9199999999999999,63.0,8.9,15.0,23.0
Tokyo Xtreme Racer DRIFT,2003,Genki,0.18,59.0,8.6,13.0,15.0
Tokyo Xtreme Racer Zero,2000,Genki,1.5,76.0,8.9,15.0,64.0
Tom Clancy's EndWar,2008,"Funatics Software, Funatics",1.8199999999999998,71.6,6.44,138.0,149.0
Tom Clancy's Ghost Recon,2002,Next Level Games,3.96,63.0,6.65,83.0,74.0
Tom Clancy's Ghost Recon 2,2004,Red Storm Entertainment,2.52,64.0,5.433333333333334,84.0,88.0
Tom Clancy's Ghost Recon 2: Summit Strike,2005,Red Storm Entertainment,0.38,84.0,7.2,40.0,35.0
Tom Clancy's Ghost Recon Advanced Warfighter,2006,Ubisoft Paris,1.87,78.0,7.0,92.0,242.0
Tom Clancy's Ghost Recon Advanced Warfighter 2,2007,"High Voltage Software, Ubisoft Paris",2.57,77.0,7.533333333333334,99.0,139.0
Tom Clancy's Ghost Recon: Advanced Warfighter,2006,Ubisoft Shanghai,0.060000000000000005,44.0,4.6,8.0,41.0
Tom Clancy's Ghost Recon: Future Soldier,2012,Ubisoft Paris,2.58,76.33333333333333,6.333333333333333,106.0,858.0
Tom Clancy's Ghost Recon: Island Thunder,2003,Red Storm Entertainment,0.88,81.0,8.8,33.0,17.0
Tom Clancy's Ghost Recon: Jungle Storm,2004,Red Storm Entertainment,1.16,70.0,6.3,31.0,24.0
Tom Clancy's Ghost Recon: Shadow Wars,2011,Ubisoft,0.33999999999999997,77.0,7.9,49.0,78.0
Tom Clancy's HAWX,2009,Ubisoft Romania,1.19,72.33333333333333,7.566666666666666,122.0,215.0
Tom Clancy's HAWX 2,2010,Ubisoft,0.83,68.0,5.633333333333333,99.0,95.0
Tom Clancy's Rainbow Six 3,2003,Ubisoft,2.41,74.66666666666667,8.299999999999999,98.0,53.0
Tom Clancy's Rainbow Six 3: Black Arrow,2004,Ubisoft Montreal,1.13,84.0,8.6,55.0,14.0
Tom Clancy's Rainbow Six: Lockdown,2005,"Red Storm Entertainment, Ubisoft Montreal",0.8,72.0,7.1000000000000005,62.0,42.0
Tom Clancy's Rainbow Six: Siege,2015,Ubisoft Montreal,3.78,75.33333333333333,7.033333333333334,101.0,1466.0
Tom Clancy's Rainbow Six: Vegas,2006,Ubisoft Montreal,3.95,78.0,7.666666666666667,121.0,337.0
Tom Clancy's Rainbow Six: Vegas 2,2008,Ubisoft Montreal,3.7800000000000002,80.33333333333333,7.666666666666667,118.0,454.0
Tom Clancy's Splinter Cell,2002,Ubisoft Montreal,6.02,87.0,8.375,110.0,256.0
Tom Clancy's Splinter Cell 3D,2011,Ubisoft,0.30000000000000004,53.0,5.5,32.0,26.0
Tom Clancy's Splinter Cell Classic Trilogy HD,2011,Ubisoft,0.02,67.0,6.8,21.0,29.0
Tom Clancy's Splinter Cell: Blacklist,2013,Ubisoft Toronto,2.2199999999999998,80.75,7.6,103.0,1599.0
Tom Clancy's Splinter Cell: Chaos Theory,2005,Gameloft,2.23,78.0,8.275,149.0,253.0
Tom Clancy's Splinter Cell: Conviction,2010,Ubisoft Montreal,0.1,83.0,5.2,20.0,672.0
Tom Clancy's Splinter Cell: Double Agent,2006,Ubisoft Montreal,1.21,72.0,7.275,96.0,212.0
Tom Clancy's Splinter Cell: Essentials,2006,Ubisoft,0.2,58.0,7.5,37.0,39.0
Tom Clancy's Splinter Cell: Pandora Tomorrow,2004,Ubisoft,2.88,81.5,7.85,163.0,119.0
Tom Clancy's The Division,2016,Massive Entertainment,6.38,79.66666666666667,6.566666666666666,130.0,4021.0
Tomb Raider,1996,Core Design Ltd.,5.66,88.5,8.55,31.0,3699.0
Tomb Raider: Anniversary,2007,Crystal Dynamics,1.84,77.75,7.975,113.0,334.0
Tomb Raider: Legend,2006,Buzz Monkey,1.64,75.57142857142857,7.6000000000000005,217.0,482.0
Tomb Raider: The Prophecy,2002,Ubisoft Milan,0.14,66.0,8.8,20.0,13.0
Tomb Raider: Underworld,2008,Crystal Dynamics,3.04,74.2,7.42,140.0,666.0
Tony Hawk's American Sk8land,2005,Vicarious Visions,0.44,74.0,7.05,38.0,60.0
Tony Hawk's American Wasteland,2005,Neversoft Entertainment,1.37,76.0,7.533333333333334,109.0,51.0
Tony Hawk's Downhill Jam,2006,Vicarious Visions,0.22,76.0,7.0,34.0,7.0
Tony Hawk's Pro Skater,1999,Neversoft Entertainment,5.02,92.0,9.2,18.0,69.0
Tony Hawk's Pro Skater 2,2000,Neversoft Entertainment,5.859999999999999,96.5,7.6,35.0,321.0
Tony Hawk's Pro Skater 2x,2001,Treyarch,0.63,78.0,8.8,24.0,5.0
Tony Hawk's Pro Skater 3,2001,Neversoft Entertainment,7.98,91.6,8.24,113.0,384.0
Tony Hawk's Pro Skater 4,2002,Neversoft Entertainment,5.76,90.0,8.6,84.0,174.0
Tony Hawk's Pro Skater 5,2015,Robomodo,0.31999999999999995,35.5,1.8,61.0,559.0
Tony Hawk's Project 8,2006,Neversoft Entertainment,2.55,73.5,7.425,136.0,85.0
Tony Hawk's Proving Ground,2007,Neversoft Entertainment,2.13,69.2,6.3,130.0,103.0
Tony Hawk's Underground,2003,Neversoft Entertainment,6.46,87.5,8.5,99.0,180.0
Tony Hawk's Underground 2,2004,Neversoft Entertainment,3.62,82.66666666666667,8.5,144.0,84.0
Tony Hawk's Underground 2 Remix,2005,Shaba Games,0.8200000000000001,83.0,8.0,49.0,34.0
Tony Hawk: RIDE,2009,Buzz Monkey,2.14,45.666666666666664,3.1999999999999997,87.0,119.0
Tony Hawk: Shred,2010,Robomodo,0.53,54.5,6.65,15.0,16.0
Too Human,2008,Silicon Knights,0.7799999999999999,65.0,7.0,80.0,458.0
Top Gear RPM Tuning,2005,Babylon Software,0.01,45.0,7.5,10.0,4.0
Top Gear Rally,2003,Tantalus Interactive,0.08,78.0,7.6,12.0,5.0
Top Gun,2011,Doublesix,0.06999999999999999,49.0,4.4,25.0,5.0
Top Gun: Combat Zones,2001,Titus Software,1.07,61.0,5.199999999999999,27.0,16.0
Top Gun: Hard Lock,2012,505 Games,0.05,54.0,3.5,8.0,16.0
Top Spin,2003,Pam Development,0.56,78.0,8.0,72.0,43.0
Top Spin 2,2006,Pam Development,0.16,75.0,6.8,52.0,25.0
Top Spin 3,2008,Pam Development,1.7100000000000002,73.66666666666667,6.933333333333334,101.0,85.0
Top Spin 4,2011,2K Czech,1.24,73.33333333333333,7.766666666666666,99.0,132.0
Torchlight,2009,Runic Games,0.06999999999999999,83.0,8.0,57.0,794.0
Tork: Prehistoric Punk,2005,Tiwak,0.03,62.0,6.2,21.0,6.0
Tornado Outbreak,2009,Loose Cannon Studios,0.27,67.33333333333333,7.933333333333333,34.0,19.0
Total Overdose: A Gunslinger's Tale in Mexico,2005,Deadline Games,0.12,71.0,9.1,64.0,52.0
Total War: Attila,2015,Creative Assembly,0.24,80.0,7.3,66.0,520.0
Total War: Rome II,2013,Creative Assembly,0.72,76.0,4.2,71.0,3742.0
Total War: Shogun 2,2011,Creative Assembly,0.59,90.0,8.3,62.0,1180.0
Total War: WARHAMMER,2016,Creative Assembly,0.13,86.0,7.3,77.0,556.0
Touch Detective,2006,BeeWorks,0.09,60.0,6.8,25.0,6.0
Touch My Katamari ,2011,Bandai Namco Games,0.12000000000000001,69.0,7.4,41.0,51.0
Touch the Dead,2007,Secret Stash Games,0.22,56.0,5.6,31.0,5.0
TouchMaster,2007,Midway Studios - San Diego,1.99,71.0,5.7,19.0,9.0
Touhou Genso Rondo: Bullet Ballet,2016,"Mediascape, CUBETYPE",0.02,55.0,4.7,19.0,34.0
Toukiden Kiwami,2014,Koei Tecmo Games,0.38,78.0,8.1,40.0,116.0
Toukiden: The Age of Demons,2013,Omega Force,0.35000000000000003,71.0,8.0,44.0,136.0
Tour de France 2014,2014,Cyanide,0.03,53.0,5.1,9.0,22.0
Tournament of Legends,2010,High Voltage Software,0.06999999999999999,45.0,6.9,38.0,11.0
Toy Shop,2008,"Gameinvest, Seed Studios, Lda",0.03,31.0,5.4,7.0,11.0
Toy Story Mania!,2009,Papaya Studios,1.8800000000000001,49.0,6.6,15.0,13.0
Toy Story Racer,2001,Traveller's Tales,0.15000000000000002,76.0,8.7,8.0,9.0
Trace Memory,2005,Cing,0.29000000000000004,70.0,8.1,51.0,42.0
TrackMania DS,2008,Firebrand Games,0.07999999999999999,75.0,6.9,38.0,12.0
TrackMania Turbo,2016,Nadeo,0.41000000000000003,78.66666666666667,7.466666666666666,77.0,179.0
TrackMania: Build to Race,2010,Firebrand Games,0.22,74.0,6.8,17.0,5.0
Transformers,2004,Melbourne House,1.28,75.0,8.6,51.0,27.0
Transformers: Cybertron Adventures,2010,Next Level Games,0.26,41.0,6.5,15.0,8.0
Transformers: Dark of the Moon,2011,High Moon Studios,0.63,58.0,6.15,94.0,57.0
Transformers: Devastation,2015,PlatinumGames,0.4,75.33333333333333,7.666666666666667,84.0,271.0
Transformers: Fall of Cybertron,2012,High Moon Studios,0.84,78.0,8.133333333333333,97.0,368.0
Transworld Snowboarding,2002,Housemarque,0.09000000000000001,74.0,9.2,14.0,14.0
Transworld Surf,2002,Rockstar San Diego,0.18,76.0,8.5,15.0,6.0
Trapt,2005,Paon Corporation,0.060000000000000005,60.0,7.9,36.0,14.0
Trauma Center: New Blood,2007,Atlus,0.29000000000000004,77.0,8.0,43.0,20.0
Trauma Center: Second Opinion,2006,Atlus,0.3500000000000001,80.0,8.0,49.0,47.0
Trauma Center: Under the Knife,2005,ITL,0.36,81.0,8.7,45.0,45.0
Trauma Center: Under the Knife 2,2008,Vanguard,0.11,79.0,8.5,29.0,11.0
Trials Fusion,2014,RedLynx,0.7,79.66666666666667,7.033333333333334,91.0,499.0
Trigger Man,2004,Point of View,0.16,32.0,4.8,4.0,16.0
Trine,2009,"Frozenbyte, Inc.",0.01,80.0,8.2,50.0,488.0
Trine 2,2011,"Frozenbyte, Inc.",0.04,84.0,8.4,55.0,667.0
Trinity Universe,2009,"Gust, Idea Factory",0.17,62.0,7.2,25.0,28.0
Trivial Pursuit,2009,EA Bright Light,0.6499999999999999,66.0,6.75,32.0,16.0
Trivial Pursuit unhinged,2004,Artech Studios,0.09000000000000001,58.0,8.0,10.0,4.0
Tron 2.0: Killer App,2004,Climax Group,0.05,69.0,4.3,36.0,4.0
Tropico 3,2009,Haemimont,0.26,77.0,7.35,81.0,206.0
Tropico 4,2011,Haemimont,0.27,78.0,7.7,46.0,359.0
Tropico 4: Modern Times,2012,Haemimont,0.02,78.0,8.0,11.0,58.0
Tropico 5,2014,Haemimont,0.49,74.0,7.1000000000000005,72.0,470.0
True Crime: New York City,2005,Exakt,0.44000000000000006,59.5,8.3,68.0,41.0
True Crime: Streets of LA,2003,Exakt,5.220000000000001,77.0,7.7,107.0,151.0
True Swing Golf,2005,T&E Soft,0.16,66.0,7.7,32.0,11.0
Truth or Lies,2010,THQ,0.11,28.0,5.2,6.0,6.0
Turn It Around,2006,"Taito Corporation, 505 Games",0.03,39.0,4.5,11.0,4.0
Turning Point: Fall of Liberty,2008,Spark Unlimited,0.53,42.5,6.15,72.0,120.0
Turok,2008,Propaganda Games,1.42,67.0,6.533333333333334,117.0,214.0
Turok: Evolution,2002,Acclaim,2.3600000000000003,67.75,7.0,72.0,62.0
Twin Strike: Operation Thunder,2008,Naps Team,0.04,50.0,8.3,7.0,6.0
Twisted Metal: Black,2001,Incognito Inc.,1.41,91.0,8.4,15.0,98.0
Twisted Metal: Head On,2005,Incognito Inc.,0.77,79.0,8.2,45.0,38.0
Two Worlds,2007,Reality Pump,0.7,50.0,5.5,44.0,182.0
Two Worlds II,2011,Reality Pump,1.2,71.0,6.7,109.0,520.0
Ty the Tasmanian Tiger,2002,Krome Studios,1.63,69.0,8.666666666666666,39.0,86.0
Ty the Tasmanian Tiger 2: Bush Rescue,2004,Krome Studios,0.8300000000000001,70.0,8.533333333333333,73.0,37.0
Ty the Tasmanian Tiger 3: Night of the Quinkan,2005,Krome Studios,0.27,68.0,8.05,24.0,24.0
Tycoon City: New York,2006,Deep Red,0.02,67.0,8.3,30.0,4.0
UEFA Champions League 2006-2007,2007,EA Canada,0.05,72.0,8.2,27.0,10.0
UEFA Euro 2004: Portugal,2004,EA Canada,0.19,75.0,7.25,42.0,27.0
UEFA Euro 2016,2016,Konami,0.3,72.0,6.6,7.0,8.0
UFC 2009 Undisputed,2009,THQ,3.8200000000000003,83.5,8.0,126.0,98.0
UFC Personal Trainer: The Ultimate Fitness System,2011,THQ,0.96,67.5,4.45,44.0,20.0
UFC Undisputed 2010,2010,Yuke's,2.93,81.0,6.966666666666666,151.0,141.0
UFC Undisputed 3,2012,Yuke's,2.0300000000000002,85.5,7.5,90.0,180.0
UFC: Sudden Impact,2004,Opus,0.18,54.0,7.7,29.0,7.0
UFC: Tapout 2,2003,DreamFactory,0.1,66.0,7.3,14.0,4.0
Ultimate Band,2008,Disney Interactive Studios,0.22999999999999998,59.0,5.5,17.0,4.0
Ultimate Brain Games,2003,Cosmigo,0.08,80.0,8.3,9.0,7.0
Ultimate Fighting Championship,2000,Opus,0.25,53.0,7.4,6.0,16.0
Ultimate Fighting Championship: Throwdown,2002,Opus,0.32,68.0,8.0,19.0,8.0
Ultimate Ghosts 'n Goblins,2006,TOSE,0.08,72.0,7.7,49.0,18.0
Ultimate Marvel vs. Capcom 3,2011,Capcom,0.44999999999999996,79.66666666666667,6.7,128.0,292.0
Ultimate Mortal Kombat,2007,Other Ocean Interactive,0.09,73.0,8.6,26.0,22.0
Ultimate NES Remix,2014,Indies Zero,0.26,69.0,7.6,16.0,32.0
Ultimate Spider-Man,2005,Treyarch,1.94,73.4,7.5,162.0,117.0
Ultra Street Fighter IV,2015,Other Ocean Interactive,0.09,71.0,5.9,28.0,94.0
Unchained Blades ,2011,FuRyu,0.1,63.0,7.65,16.0,31.0
Uncharted 2: Among Thieves,2009,Naughty Dog,6.66,96.0,8.8,105.0,5187.0
Uncharted 3: Drake's Deception,2011,Naughty Dog,6.74,92.0,8.3,97.0,3712.0
Uncharted 4: A Thief's End,2016,Naughty Dog,5.39,93.0,7.9,113.0,7064.0
